   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:41
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Adarsho Sadar	24186	7850	4409	3615	920	478	474	971	1445	18717	77.3877
Barura	10999	4257	852	2237	295	313	199	466	665	8619	78.3617
Burichong	12527	4857	1646	1835	388	425	244	478	722	9873	78.8138
Muradnagar	8246	2499	834	1637	496	83	109	439	548	6097	73.9389
Daudkandi	6832	2094	630	1609	382	160	36	424	460	5335	78.0884
Chandina	16363	5479	1789	3524	575	242	290	679	969	12578	76.8685
Nangolkot	0	0	0	0	0	0	0	0	0	0	NULL
Meghna	4050	1561	341	776	41	56	2	217	219	2994	73.9259
Titash	4454	1372	999	984	96	43	22	133	155	3649	81.9264
Comilla Sadar South	2462	1185	125	498	30	18	18	68	86	1942	78.8790
Monohargonj	1583	737	93	216	18	4	7	130	137	1205	76.1213

 
