   Dump For Table car_details from Database dgfpmis_ss8 on 10-25-2018 07:29
Dist_Name	MonthYear	EC	Pill	Con	Inj	IUD	Imp	PerM	PerF	TPer	TUser	CAR	
Chandpur	July 2007	413569	143777	11144	60226	7583	2415	2235	26457	28692	253837	61.3772
Chandpur	August 2007	414032	144093	11256	60527	7779	2357	2294	26613	28907	254919	61.5699
Chandpur	September 2007	414425	144330	11327	60741	7632	2343	2321	26720	29041	255414	61.6309
Chandpur	October 2007	414703	144006	11351	60994	7592	2346	2331	26707	29038	255327	61.5686
Chandpur	November 2007	415014	144116	11652	61802	8045	2509	2379	26896	29275	257399	62.0218
Chandpur	December 2007	415648	143946	11736	63407	8237	2548	2392	26890	29282	259156	62.3499
Chandpur	January 2008	416699	143894	11692	64412	8219	2585	2426	26992	29418	260220	62.4480
Chandpur	February 2008	419387	143580	11635	65551	8069	2616	2448	27100	29548	260999	62.2335
Chandpur	March 2008	420194	144364	11646	66446	8173	2668	2480	27245	29725	263022	62.5954
Chandpur	April 2008	421013	144321	11552	67181	8145	2693	2492	27212	29704	263596	62.6099
Chandpur	May 2008	421652	144007	11220	67660	8118	2686	2491	27214	29705	263396	62.4676
Chandpur	June 2008	422259	145454	11747	69502	8267	2809	2599	27858	30457	268236	63.5240
Chandpur	July 2008	423033	144179	11393	68391	8288	2838	2573	27603	30176	265265	62.7055
Chandpur	August 2008	423260	144022	11411	68709	8335	2846	2581	27499	30080	265403	62.7045
Chandpur	September 2008	423249	143897	11498	69007	8137	2844	2610	27449	30059	265442	62.7153
Chandpur	October 2008	423650	143932	11590	69473	8176	2905	2632	27574	30206	266282	62.8542
Chandpur	November 2008	424436	144755	12172	70886	8745	2991	2698	27735	30433	269982	63.6096
Chandpur	December 2008	425187	145087	12233	71287	8704	2997	2724	27706	30430	270738	63.6750
Chandpur	January 2009	425024	144938	12213	71993	8694	3034	2669	27799	30468	271340	63.8411
Chandpur	February 2009	425095	144412	12113	72170	8712	3080	2746	27910	30656	271143	63.7841
Chandpur	March 2009	425655	144674	12190	72613	8787	3095	2774	28007	30781	272140	63.9344
Chandpur	April 2009	426709	145687	12746	74607	9212	3171	2809	28225	31034	276457	64.7882
Chandpur	May 2009	427626	146026	12845	74485	9300	3208	2551	28169	30720	276584	64.6789
Chandpur	June 2009	428502	146604	12971	75094	9407	3230	2890	28389	31279	278585	65.0137
Chandpur	July 2009	428652	146881	13092	75519	9516	3269	3023	29307	32330	280607	65.4627
Chandpur	August 2009	428830	147179	13317	75937	9562	3233	3078	29509	32587	281815	65.7172
Chandpur	September 2009	429049	147501	13327	76232	9549	3226	3082	29522	32604	282439	65.8291
Chandpur	October 2009	429327	148229	13519	76744	9548	3230	3117	29704	32821	284091	66.1712
Chandpur	November 2009	429864	149271	13778	77180	9811	3209	3156	29787	32943	286192	66.5773
Chandpur	December 2009	429952	149901	14266	76670	10759	3293	3186	29809	32995	287884	66.9572
Chandpur	January 2010	430662	150427	14204	77524	9346	3220	3244	29371	32615	287336	66.7196
Chandpur	February 2010	431234	150017	14340	76832	9156	3293	3252	29095	32347	285985	66.3178
Chandpur	March 2010	431237	150234	14628	77225	9320	3501	3275	29092	32367	287275	66.6165
Chandpur	April 2010	432303	150964	15095	78006	9436	3651	3320	29274	32594	289746	67.0238
Chandpur	May 2010	432874	152116	15362	78705	9430	3805	3347	29332	32679	292097	67.4785
Chandpur	June 2010	433096	152926	15598	79183	9337	3890	3381	29478	32859	293793	67.8355
Chandpur	July 2010	433550	153492	15801	79782	9285	4047	3427	29722	33149	295556	68.1711
Chandpur	August 2010	433892	154288	16080	80276	9301	4094	3460	29826	33286	297325	68.5251
Chandpur	September 2010	434231	155149	16382	80763	9389	4142	3487	29961	33448	299273	68.9202
Chandpur	October 2010	434734	156151	16847	81627	9506	4322	3522	30144	33666	302119	69.4951
Chandpur	November 2010	435017	157163	17428	82563	9721	4474	3566	30262	33828	305177	70.1529
Chandpur	December 2010	435338	158025	17899	83160	9922	4658	3585	30463	34048	307712	70.6835
Chandpur	January 2011	435065	158261	17926	83299	9953	4787	3624	30480	34104	308330	70.8699
