   Dump For Table car_details from Database dgfpmis_ss8 on 10-25-2018 07:29
Dist_Name	MonthYear	EC	Pill	Con	Inj	IUD	Imp	PerM	PerF	TPer	TUser	CAR	
Bogra	January 2007	158630	69117	13845	16116	4835	3039	2949	8141	11090	118042	74.4134
Bogra	July 2007	714448	333128	35995	64823	15993	9943	17639	39890	57529	517411	72.4211
Bogra	August 2007	719730	335241	36966	66892	16108	9869	17936	40511	58447	523523	72.7388
Bogra	September 2007	720979	334835	37087	68332	16022	9727	18138	40710	58848	524851	72.7970
Bogra	October 2007	721344	334350	37145	69349	14949	9644	18351	40752	59103	524540	72.7170
Bogra	November 2007	722443	334454	39181	71257	16497	10740	17637	40521	58158	530287	73.4019
Bogra	December 2007	722696	333371	37506	72716	16885	11838	17185	41318	58503	530819	73.4498
Bogra	January 2008	722725	332049	37085	74251	16954	13028	19196	41652	60848	534215	73.9168
Bogra	February 2008	719918	329312	36744	75259	17110	13858	19320	41541	60861	533144	74.0562
Bogra	March 2008	724355	334831	36265	77097	17077	15459	19548	42114	61662	542391	74.8792
Bogra	April 2008	719497	327689	35209	76832	17101	16205	19670	42104	61774	534810	74.3311
Bogra	May 2008	731403	330898	35341	81113	17158	16740	19721	42373	62094	543344	74.2879
Bogra	June 2008	731924	330485	36314	81437	17459	16878	19829	42469	62298	544871	74.4437
Bogra	July 2008	734242	330864	36318	83643	17476	17923	19940	42928	62868	549092	74.7835
Bogra	August 2008	734570	330395	36249	84430	17536	18391	20061	42653	62714	549715	74.8349
Bogra	September 2008	711973	318021	36442	82379	17259	18518	18601	41332	59933	532552	74.7995
Bogra	October 2008	727025	325020	35951	82910	16906	18913	19964	42542	62506	542206	74.5787
Bogra	November 2008	726763	323842	36906	84437	17387	19065	20011	42838	62849	544486	74.9193
Bogra	December 2008	727885	324136	36790	85011	17664	20098	20047	42984	63031	546730	75.1121
Bogra	January 2009	730683	323354	36981	86338	17838	18832	20056	43021	63077	546420	74.7821
Bogra	February 2009	732145	325331	37431	87221	18131	18808	20129	43139	63268	550190	75.1477
Bogra	March 2009	732828	324780	37492	88068	18493	18550	20242	43447	63689	551072	75.1980
Bogra	April 2009	733740	325224	38097	88753	19257	18183	20629	43713	64342	553856	75.4840
Bogra	May 2009	733473	324530	38328	89718	19217	17920	20770	44040	64810	554523	75.6024
Bogra	June 2009	738259	326690	38612	91239	19409	17643	20968	44229	65197	558790	75.6902
Bogra	July 2009	740380	328008	39003	92469	19792	17412	21234	44364	65598	562282	75.9451
Bogra	August 2009	741160	328418	39500	93489	19808	16984	21499	44861	66360	564559	76.1724
Bogra	September 2009	744282	329800	40264	94507	19831	16832	21839	45255	67094	568328	76.3592
Bogra	October 2009	745203	330777	40788	95466	20006	16551	22259	45637	67896	571484	76.6884
Bogra	November 2009	746233	332130	41304	95927	20323	16267	22797	45982	68779	574730	77.0175
Bogra	December 2009	746376	333576	41646	95815	20720	16107	23051	46105	69156	577020	77.3096
Bogra	January 2010	742794	333636	41956	95751	20186	15566	22781	45029	67810	574905	77.3976
Bogra	February 2010	739036	333845	42429	96064	20002	14937	22490	44117	66607	573884	77.6531
Bogra	March 2010	737519	334468	42966	97147	19980	14383	22487	44165	66652	575596	78.0449
Bogra	April 2010	739043	335749	43429	98373	20156	13917	22593	44308	66901	578525	78.2803
Bogra	May 2010	738796	335728	43727	99110	20103	13522	22664	44454	67118	579308	78.4124
Bogra	June 2010	739186	335424	43928	99745	19967	13264	22718	44531	67249	579577	78.4075
Bogra	July 2010	739732	336267	44342	100330	19827	13006	22782	44773	67555	581327	78.5862
Bogra	August 2010	738815	336445	44713	101047	19839	12745	22821	44855	67676	582465	78.8377
Bogra	September 2010	739588	337049	45013	101765	19700	12546	23043	45082	68125	584198	78.9897
Bogra	October 2010	740829	337923	45408	102411	19818	12433	23336	45387	68723	586716	79.1972
Bogra	November 2010	744633	339393	46665	103195	20241	13004	23545	45755	69300	591798	79.4751
Bogra	December 2010	741749	337747	46804	103586	20329	13524	23675	45938	69613	591603	79.7578
Bogra	January 2011	742941	337616	46825	104052	20367	14237	23735	46034	69769	592866	79.7999
Bogra	February 2011	743211	337086	46874	104059	20373	14913	23867	46065	69932	593237	79.8208
Bogra	March 2011	743706	337073	46861	104191	20434	15977	23923	46321	70244	594780	79.9752
Bogra	April 2011	740798	335094	46910	103680	20491	17235	24344	46710	71054	594464	80.2464
Bogra	May 2011	745168	336142	47135	104861	20680	17881	24634	46976	71610	598309	80.2918
Bogra	June 2011	744907	335441	47134	104893	20649	18232	24735	47135	71870	598219	80.3079
Bogra	July 2011	745550	335642	47162	105116	20831	18294	24981	47491	72472	599517	80.4127
Bogra	August 2011	745984	336003	47137	105414	20727	18305	25155	47571	72726	600312	80.4725
Bogra	September 2011	745339	335449	47144	105800	20570	18438	25319	47785	73104	600505	80.5680
Bogra	October 2011	746003	335383	47395	106143	20559	19027	25736	48197	73933	602440	80.7557
Bogra	November 2011	746658	335203	47511	106113	20571	19482	25860	48445	74305	603185	80.7846
Bogra	December 2011	747397	335264	47737	106474	20556	19890	26140	48683	74823	604744	80.9134
Bogra	January 2012	748189	335423	47750	106901	20495	20269	26294	48900	75194	606032	80.9999
Bogra	February 2012	750208	335894	47785	107122	20630	20852	26438	49064	75502	607785	81.0155
Bogra	March 2012	751126	335427	47843	107642	20719	22196	26709	49423	76132	609959	81.2059
Bogra	April 2012	751890	335357	47959	107568	20862	23232	26924	49648	76572	611550	81.3350
Bogra	May 2012	752414	334910	48065	107831	20818	23777	27065	49742	76807	612208	81.3658
Bogra	June 2012	753264	334887	48295	107865	20876	24492	27156	49871	77027	613442	81.4378
Bogra	July 2012	753814	334671	48415	108018	20881	25081	27367	50121	77488	614554	81.5259
Bogra	August 2012	754164	334287	48495	108116	20811	25402	27495	50316	77811	614922	81.5369
Bogra	September 2012	754532	334352	48944	108027	21047	26419	27743	50688	78431	617220	81.8017
Bogra	October 2012	754776	333841	49077	107649	21101	27097	28045	50666	78711	617476	81.8092
Bogra	November 2012	754698	333474	48922	107732	21121	27575	28168	51122	79290	618114	81.9022
Bogra	December 2012	754451	333504	49023	107678	21071	28018	28208	51171	79379	618673	82.0031
Bogra	January 2013	750501	331527	48626	106015	20461	28159	27567	50171	77738	612526	81.6156
Bogra	February 2013	746639	329785	48533	105100	19709	28480	26659	49133	75792	607399	81.3511
Bogra	March 2013	746047	327979	48825	105090	19342	28755	26456	48935	75391	605382	81.1453
Bogra	April 2013	746872	328012	49070	105536	19364	29565	26469	49085	75554	607101	81.2858
Bogra	May 2013	748224	328151	49628	105978	19545	30132	26634	49421	76055	609489	81.4581
Bogra	June 2013	748833	327987	49695	106124	19583	30528	26781	49618	76399	610316	81.5023
Bogra	July 2013	749399	327710	49810	106243	19568	30810	26881	50313	77194	611335	81.5767
Bogra	August 2013	750089	327763	49981	106493	19548	31181	27016	50019	77035	612001	81.5905
Bogra	September 2013	750662	327881	50013	106632	19574	31581	27171	50232	77403	613084	81.6724
Bogra	October 2013	751610	328256	50351	106688	19747	32101	27407	50468	77875	615018	81.8267
Bogra	November 2013	752087	328536	50755	106603	19825	32434	27532	50651	78183	616336	81.9501
Bogra	December 2013	752669	328719	50624	106561	19854	32613	27632	50852	78484	616855	81.9557
Bogra	January 2014	754166	329169	50823	106568	19829	32920	27678	50977	78655	617964	81.9401
Bogra	February 2014	756233	329851	50860	106950	19818	33328	27704	51198	78902	619709	81.9468
Bogra	March 2014	758016	330691	51308	107091	19975	33672	27815	51337	79152	621889	82.0417
Bogra	April 2014	758657	330594	51541	107292	19897	34188	27918	51507	79425	622937	82.1105
Bogra	May 2014	759130	330917	51743	107477	19856	34282	27970	51607	79577	623852	82.1799
Bogra	June 2014	759698	331029	52252	107882	20011	34836	28023	51780	79803	625813	82.3765
Bogra	July 2014	759965	330888	52413	107924	20029	34951	28052	51912	79964	626169	82.3945
Bogra	August 2014	760640	330728	52617	108059	19998	35249	28127	52095	80222	626873	82.4139
Bogra	September 2014	761218	330512	52784	108385	19941	35517	28244	52266	80510	627649	82.4533
Bogra	October 2014	761901	330681	52903	108372	19877	35899	28307	52361	80668	628400	82.4779
Bogra	November 2014	763111	330909	53533	108817	20030	36573	28407	52594	81001	630863	82.6699
Bogra	December 2014	763357	330777	53583	108860	20167	37265	28506	52762	81268	631920	82.7817
Bogra	January 2015	764087	330341	53619	109018	20177	37660	28581	52877	81458	632273	82.7488
Bogra	February 2015	764604	330081	53793	109160	20304	38194	28661	53042	81703	633235	82.8187
Bogra	March 2015	765038	329553	53819	109243	20371	38710	28772	53249	82021	633717	82.8347
Bogra	April 2015	765723	329192	53785	109244	20511	39213	28889	53514	82403	634348	82.8430
Bogra	May 2015	766294	329391	54027	109474	20770	39446	28997	53682	82679	635787	82.9691
Bogra	June 2015	766743	329385	54133	109572	20806	39566	29076	53835	82911	636373	82.9969
Bogra	July 2015	767196	329527	54121	109683	20791	39657	29132	53973	83105	636884	83.0145
Bogra	August 2015	767711	329375	54363	109888	20826	40072	29205	54137	83342	637866	83.0867
Bogra	September 2015	767946	329161	54373	109998	20784	40299	29272	54159	83431	638046	83.0847
Bogra	October 2015	768389	328950	54442	109997	20765	40641	29316	54305	83621	638416	83.0850
Bogra	November 2015	768691	328766	54850	110114	20997	41287	29379	54457	83836	639850	83.2389
Bogra	December 2015	768490	328336	54877	110160	21002	41523	29341	54429	83770	639668	83.2370
Bogra	January 2016	753037	322024	52065	108011	19850	40831	28649	52293	80942	623723	82.8277
Bogra	February 2016	757747	322594	55518	107460	19428	39999	28021	51522	79543	624542	82.4209
Bogra	March 2016	756563	321552	55598	107417	19323	40364	27767	51301	79068	623322	82.3886
Bogra	April 2016	756748	321220	55808	107762	19331	40693	27787	51236	79023	623837	82.4366
Bogra	May 2016	757473	321763	56160	108142	19627	41220	27831	51368	79199	626111	82.6579
Bogra	June 2016	757485	321940	56244	108229	19649	41382	27862	51479	79341	626785	82.7455
Bogra	July 2016	758226	322077	56318	108411	19636	41480	27874	51588	79462	627384	82.7437
Bogra	August 2016	758257	322009	56335	108454	19555	41607	27862	51734	79596	627556	82.7630
Bogra	September 2016	758701	321498	56386	108656	19495	41877	27897	51847	79744	627656	82.7277
Bogra	October 2016	759282	321538	56481	108725	19468	42290	27941	52034	79975	628477	82.7725
Bogra	November 2016	759799	321793	56824	108848	19632	42979	27974	52225	80199	630275	82.9529
Bogra	December 2016	760318	321788	56931	108931	19698	43306	27987	52361	80348	631002	82.9919
Bogra	January 2017	760886	321437	56910	108782	19660	43664	28006	52472	80478	630931	82.9206
Bogra	February 2017	761309	321338	57109	108343	19603	44215	28014	52538	80552	631160	82.9046
Bogra	March 2017	761600	321229	57219	108175	19634	44804	28045	52643	80688	631749	82.9502
Bogra	April 2017	762106	321063	57320	108102	19702	45288	28081	52749	80830	632305	82.9681
Bogra	May 2017	762458	321193	57242	108109	19740	45561	28113	52817	80930	632775	82.9915
Bogra	June 2017	762681	321310	57263	108130	19745	45633	28118	52909	81027	633108	83.0109
Bogra	July 2017	763031	321394	57285	108089	19800	45957	28155	53007	81162	633687	83.0487
Bogra	August 2017	763610	321280	57502	107976	19968	46964	28287	53215	81502	635192	83.1828
Bogra	September 2017	764053	321598	57569	107878	20082	47193	28254	53222	81476	635796	83.2136
Bogra	October 2017	764764	321608	57589	107729	20095	47747	28327	53343	81670	636438	83.2202
Bogra	November 2017	765253	321662	57633	107638	20181	48359	28379	53473	81852	637325	83.2829
Bogra	December 2017	765690	321581	57759	107515	20214	48847	28411	53568	81979	637895	83.3098
Bogra	January 2018	766133	321436	57917	107589	20360	49531	28430	53646	82076	638909	83.3940
Bogra	February 2018	766514	321174	57811	107563	20420	50032	28461	53705	82166	639166	83.3861
Bogra	March 2018	767004	321193	57890	107530	20565	50631	28481	53806	82287	640096	83.4541
Bogra	April 2018	767223	320803	57835	107614	20591	51036	28514	53875	82389	640268	83.4527
Bogra	May 2018	767302	320441	57765	107687	20603	51234	28518	53934	82452	640182	83.4329
Bogra	June 2018	767638	320228	57787	107685	20589	51348	28506	53955	82461	640098	83.3854
Bogra	July 2018	767925	319890	57708	107700	20569	51644	28520	54024	82544	640055	83.3486
Bogra	August 2018	768164	319406	57743	107668	20569	51779	28521	54065	82586	639751	83.2831
Bogra	September 2018	768388	319072	57882	107714	20589	51660	28512	54101	82613	639530	83.2301

 
