   Dump For Table car_details from Database dgfpmis_ss8 on 10-25-2018 07:29
Dist_Name	MonthYear	EC	Pill	Con	Inj	IUD	Imp	PerM	PerF	TPer	TUser	CAR	
Rangamati	July 2007	84765	31780	5062	5810	2913	883	182	4954	5136	51584	60.8553
Rangamati	August 2007	79421	30015	4602	5960	2885	873	188	4907	5095	49430	62.2379
Rangamati	September 2007	84690	31859	5009	6278	2877	890	197	5065	5262	52175	61.6070
Rangamati	October 2007	84580	31881	5025	6447	2858	889	199	5064	5263	52363	61.9094
Rangamati	November 2007	84634	31981	4929	6778	3025	1050	193	5126	5319	53082	62.7195
Rangamati	December 2007	83168	31466	4887	6671	2975	971	206	5041	5247	52217	62.7850
Rangamati	January 2008	84770	32367	4597	7017	3049	986	200	5171	5371	53387	62.9786
Rangamati	February 2008	84298	32612	4186	7133	3030	1037	202	5200	5402	53400	63.3467
Rangamati	March 2008	85035	32028	4119	7324	3029	1071	204	5211	5415	52986	62.3108
Rangamati	April 2008	85235	32180	3854	7394	3041	1098	206	5237	5443	53010	62.1928
Rangamati	May 2008	85235	33186	3931	7458	3036	1097	205	5232	5437	54145	63.5244
Rangamati	June 2008	85157	32154	4163	7275	3025	1050	214	5182	5396	53063	62.3120
Rangamati	July 2008	85220	32204	4115	7348	3221	1105	216	5169	5385	53378	62.6355
Rangamati	August 2008	85390	32172	4144	7445	3263	1279	222	5215	5437	53740	62.9348
Rangamati	September 2008	85625	32491	4206	7521	3048	1365	228	5287	5515	54146	63.2362
Rangamati	October 2008	85903	32452	4247	7765	3072	1444	234	5284	5518	54498	63.4413
Rangamati	November 2008	86183	32345	4477	7822	3142	1601	250	5268	5518	54905	63.7075
Rangamati	December 2008	86462	32223	4468	8156	3131	1644	254	5277	5531	55153	63.7887
Rangamati	January 2009	86171	32319	4480	8232	3111	1676	234	5204	5438	55256	64.1237
Rangamati	February 2009	88275	32573	4562	8300	3148	1740	253	5260	5513	55836	63.2523
Rangamati	March 2009	87511	32636	4185	8339	3125	1743	275	5271	5546	55574	63.5052
Rangamati	April 2009	87897	33058	4601	8719	3159	1778	286	5307	5593	56908	64.7440
Rangamati	May 2009	86707	33063	4584	8859	3175	1750	295	5314	5609	57040	65.7848
Rangamati	June 2009	87614	33503	4626	9082	3106	1766	303	5321	5624	57707	65.8650
Rangamati	July 2009	87807	33795	4864	9188	3108	1818	330	5350	5680	58453	66.5699
Rangamati	August 2009	87236	34110	5026	9486	3163	1833	378	5377	5755	59373	68.0602
Rangamati	September 2009	87603	34034	5137	9451	3165	1839	404	5373	5777	59403	67.8093
Rangamati	October 2009	87515	34170	5174	9494	3229	1846	440	5420	5860	59773	68.3003
Rangamati	November 2009	87544	34239	5188	9607	3208	1911	468	5428	5896	60049	68.5929
Rangamati	December 2009	87632	34820	5430	9937	3167	1972	479	5438	5917	61243	69.8866
Rangamati	January 2010	87107	35173	5548	9974	3047	2088	476	5227	5703	61533	70.6407
Rangamati	February 2010	87377	35556	5574	9954	2851	2162	477	5041	5518	61615	70.5163
Rangamati	March 2010	89163	36153	5684	10200	2881	2333	497	4913	5410	62661	70.2769
Rangamati	April 2010	89188	36662	5917	10171	2927	2515	530	5039	5569	63761	71.4906
Rangamati	May 2010	89337	37048	5950	10521	2913	2627	555	4975	5530	64589	72.2982
Rangamati	June 2010	89481	37263	6121	10682	2902	2706	560	4981	5541	65215	72.8814
Rangamati	July 2010	89244	37776	6081	10825	2870	2780	618	4992	5610	65942	73.8896
Rangamati	August 2010	89321	38009	6147	10991	2852	2900	639	5001	5640	66539	74.4942
Rangamati	September 2010	89365	38218	6214	11153	2837	2968	667	5019	5686	67076	75.0585
Rangamati	October 2010	89555	38356	6322	11434	2892	3029	711	5126	5837	67870	75.7858
Rangamati	November 2010	89706	38513	6407	11659	2955	3105	747	5095	5842	68481	76.3394
Rangamati	December 2010	89879	38491	6394	11855	3042	3188	776	5103	5879	68849	76.6019
Rangamati	January 2011	90112	38459	6352	11965	2993	3195	791	5104	5895	68859	76.4149
Rangamati	February 2011	88791	36888	5888	11646	2876	3279	827	5071	5898	66475	74.8668
Rangamati	March 2011	88952	36681	5691	11703	2870	3422	843	5081	5924	66291	74.5245
Rangamati	April 2011	89095	36817	5735	11913	2966	3564	947	5082	6029	67024	75.2276
Rangamati	May 2011	90710	37580	6008	12158	2966	3663	1042	5100	6142	68517	75.5341
Rangamati	June 2011	90855	37606	5983	12245	2986	3702	1055	5114	6169	68691	75.6051
Rangamati	July 2011	90888	37640	5996	12258	2967	3725	1099	5102	6201	68787	75.6833
Rangamati	August 2011	90967	37791	6023	12337	2974	3740	1140	5111	6251	69116	75.9792
Rangamati	September 2011	91168	37788	6053	12510	2972	3723	1195	5158	6353	69399	76.1221
Rangamati	October 2011	91359	37891	6113	12698	2994	3738	1255	5054	6309	69743	76.3395
Rangamati	November 2011	91512	37787	6050	12773	3025	3912	1300	5165	6465	70012	76.5058
Rangamati	December 2011	91596	37959	6101	12929	2993	3935	1317	5190	6507	70424	76.8855
Rangamati	January 2012	91757	38131	6187	13141	2985	3986	1336	5173	6509	70939	77.3118
Rangamati	February 2012	92044	37959	6162	13172	3012	4086	1383	5189	6572	70963	77.0968
Rangamati	March 2012	92462	38115	6329	13253	3111	4209	1440	5221	6661	71678	77.5216
Rangamati	April 2012	92514	37943	6300	13290	3093	4237	1486	5217	6703	71566	77.3569
Rangamati	May 2012	92686	38021	6309	13308	3100	4325	1528	5255	6783	71846	77.5155
Rangamati	June 2012	92946	38026	6308	13350	3104	4351	1544	5260	6804	71943	77.4030
Rangamati	July 2012	93387	38039	6274	13418	3086	4371	1565	5279	6844	72032	77.1328
Rangamati	August 2012	93436	38109	6303	13490	3074	4406	1598	5293	6891	72273	77.3503
Rangamati	September 2012	93754	38026	6330	13681	3216	4470	1637	5308	6945	72668	77.5092
Rangamati	October 2012	93829	38109	6245	13745	3229	4503	1742	5322	7064	72895	77.6892
Rangamati	November 2012	93911	38082	6263	13912	3230	4536	1806	5335	7141	73164	77.9078
Rangamati	December 2012	94003	38071	6248	14040	3250	4584	1857	5343	7200	73393	78.0752
Rangamati	January 2013	93378	37994	6362	13441	3101	4371	1877	4956	6833	72102	77.2152
Rangamati	February 2013	94450	38318	6435	13482	3040	4318	1866	4815	6681	72274	76.5209
Rangamati	March 2013	95880	38802	6932	13855	3070	4314	1897	4864	6761	73734	76.9024
Rangamati	April 2013	95711	38495	6489	13578	3069	4239	1931	4873	6804	72674	75.9307
Rangamati	May 2013	95544	38267	6585	13631	3175	4309	1984	4891	6875	72842	76.2392
Rangamati	June 2013	95717	38382	6601	13721	3179	4271	2001	4894	6895	73049	76.3177
Rangamati	July 2013	95861	38427	6552	13796	3188	4283	2017	4905	6922	73168	76.3272
Rangamati	August 2013	96063	38372	6499	13823	3180	4297	2041	4911	6952	73123	76.1198
Rangamati	September 2013	96160	38371	6472	13951	3183	4376	2071	4930	7001	73354	76.2833
Rangamati	October 2013	96339	38681	6611	14108	3277	4443	2108	4949	7057	74177	76.9958
Rangamati	November 2013	96500	38621	6576	14099	3275	4478	2126	4964	7090	74139	76.8280
Rangamati	December 2013	96550	38608	6553	14086	3278	4522	2148	4913	7061	74108	76.7561
Rangamati	January 2014	96787	38740	6420	14083	3392	4617	2156	4968	7124	74376	76.8450
Rangamati	February 2014	97064	38770	6490	14094	3432	4773	2170	4902	7072	74631	76.8884
Rangamati	March 2014	97217	38798	6496	14165	3452	4905	2186	4910	7096	74912	77.0565
Rangamati	April 2014	97344	38757	6506	14182	3488	4955	2200	4934	7134	75022	77.0690
Rangamati	May 2014	97382	38704	6484	14129	3495	5025	2229	4940	7169	75006	77.0224
Rangamati	June 2014	97534	38628	6587	14240	3591	5197	2252	4961	7213	75456	77.3638
Rangamati	July 2014	97639	38586	6528	14197	3597	5140	2074	5191	7265	75313	77.1341
Rangamati	August 2014	97822	38557	6523	14228	3614	5335	2289	4978	7267	75524	77.2055
Rangamati	September 2014	97838	38565	6512	14159	3705	5528	2324	4993	7317	75786	77.4607
Rangamati	October 2014	97967	38598	6488	14153	3757	5614	2357	4998	7355	75965	77.5414
Rangamati	November 2014	97997	38745	6615	14247	3886	5783	2384	5014	7398	76674	78.2412
Rangamati	December 2014	98152	38754	6568	14186	3886	5891	2417	5026	7443	76728	78.1726
Rangamati	January 2015	98312	38792	6579	14141	3918	5935	2428	5022	7450	76815	78.1339
Rangamati	February 2015	98512	38864	6583	14103	4010	6104	2461	5027	7488	77152	78.3174
Rangamati	March 2015	98641	38888	6595	14037	4052	6218	2505	5054	7559	77349	78.4147
Rangamati	April 2015	98717	38957	6682	14042	4113	6279	2532	5071	7603	77676	78.6855
Rangamati	May 2015	99045	39176	6892	14185	4203	6359	2574	5081	7655	78470	79.2266
Rangamati	June 2015	99103	39168	6873	14246	4236	6360	2606	5094	7700	78583	79.2943
Rangamati	July 2015	99170	39113	6889	14232	4266	6385	2646	5097	7743	78628	79.2861
Rangamati	August 2015	99331	39146	6894	14255	4320	6498	2700	5093	7793	78906	79.4374
Rangamati	September 2015	99400	39178	6881	14313	4334	6581	2732	5106	7838	79125	79.6026
Rangamati	October 2015	99391	39242	6917	14341	4372	6652	2742	5116	7858	79382	79.8684
Rangamati	November 2015	99519	39434	7025	14463	4464	6828	2787	5129	7916	80130	80.5173
Rangamati	December 2015	99546	39477	7037	14474	4480	6941	2807	5124	7931	80340	80.7064
Rangamati	January 2016	98194	39021	6982	14151	4404	6870	2818	5021	7839	79267	80.7249
Rangamati	February 2016	98123	39131	6974	13920	4366	6861	2777	4931	7708	78960	80.4704
Rangamati	March 2016	98101	38943	6946	14055	4415	7035	2770	4970	7740	79134	80.6658
Rangamati	April 2016	98086	38985	7001	14094	4442	7137	2785	4943	7728	79387	80.9361
Rangamati	May 2016	98207	39246	7183	14265	4557	7329	2808	4943	7751	80331	81.7976
Rangamati	June 2016	98279	39302	7192	14276	4567	7363	2811	4945	7756	80456	81.8649
Rangamati	July 2016	98333	39390	7184	14331	4580	7501	2827	4952	7779	80765	82.1342
Rangamati	August 2016	98388	39499	7207	14445	4548	7575	2845	4966	7811	81085	82.4135
Rangamati	September 2016	98463	39561	7212	14506	4553	7641	2860	4968	7828	81301	82.5701
Rangamati	October 2016	98531	39549	7189	14517	4562	7732	2872	4972	7844	81393	82.6065
Rangamati	November 2016	98658	39699	7280	14675	4619	7865	2902	4982	7884	82022	83.1377
Rangamati	December 2016	98784	39698	7259	14640	4596	7926	2912	4987	7899	82018	83.0276
Rangamati	January 2017	98883	39755	7218	14662	4614	8024	2923	4981	7904	82177	83.1053
Rangamati	February 2017	99004	39769	7190	14724	4643	8104	2929	4980	7909	82339	83.1673
Rangamati	March 2017	99078	39813	7147	14742	4656	8222	2939	4978	7917	82497	83.2647
Rangamati	April 2017	99162	39872	7151	14852	4608	8302	2947	4975	7922	82707	83.4059
Rangamati	May 2017	99256	39898	7159	14825	4688	8385	2950	4979	7929	82884	83.5053
Rangamati	June 2017	99318	39987	7148	14838	4693	8397	2949	4981	7930	82993	83.5629
Rangamati	July 2017	99354	40008	7107	14894	4702	8496	2961	4980	7941	83148	83.6886
Rangamati	August 2017	99429	40012	7059	14898	4725	8598	2959	4974	7933	83225	83.7029
Rangamati	September 2017	99517	39951	7016	14895	4814	8798	2978	4974	7952	83426	83.8309
Rangamati	October 2017	99632	39868	6993	14861	4871	8944	2993	4988	7981	83518	83.8265
Rangamati	November 2017	99817	39841	6980	14864	4910	9098	3007	4988	7995	83688	83.8414
Rangamati	December 2017	99873	39783	6981	14818	4941	9283	3015	4988	8003	83809	83.9156
Rangamati	January 2018	100044	39773	6971	14828	4954	9406	3019	4986	8005	83937	83.9001
Rangamati	February 2018	100141	39772	6926	14782	5012	9534	3026	4981	8007	84033	83.9147
Rangamati	March 2018	100255	39668	6921	14757	5095	9779	3029	4971	8000	84220	84.0058
Rangamati	April 2018	100352	39619	6868	14726	5092	9849	3034	4971	8005	84159	83.8638
Rangamati	May 2018	100475	39592	6851	14706	5100	9897	3035	4974	8009	84155	83.7572
Rangamati	June 2018	100594	39585	6803	14665	5102	9920	3048	4979	8027	84102	83.6054
Rangamati	July 2018	100697	39543	6764	14623	5101	10038	3051	4985	8036	84105	83.5228
Rangamati	August 2018	100780	39514	6727	14599	5101	10073	3055	4979	8034	84048	83.3975
Rangamati	September 2018	100865	39485	6696	14563	5121	10054	3064	4981	8045	83964	83.2439

 
