   Dump For Table car_details from Database dgfpmis_ss8 on 10-25-2018 07:29
Dist_Name	MonthYear	EC	Pill	Con	Inj	IUD	Imp	PerM	PerF	TPer	TUser	CAR	
Naogaon	January 2007	553575	277073	21173	48596	13504	3449	15269	65247	80516	444311	80.2621
Naogaon	July 2007	528700	274945	20528	27407	11227	1835	13056	57938	70994	406936	76.9692
Naogaon	August 2007	539110	275373	20783	28613	11118	1786	13270	58449	71719	409392	75.9385
Naogaon	September 2007	535788	276002	20796	29977	10980	1807	13604	58666	72270	411832	76.8647
Naogaon	October 2007	536144	275801	20920	30894	11135	1808	13545	59287	72832	413390	77.1043
Naogaon	November 2007	536756	275078	20943	32648	11477	2167	13743	60271	74014	416327	77.5635
Naogaon	December 2007	537486	274467	21068	34037	11768	2625	13765	60011	73776	417741	77.7213
Naogaon	January 2008	538896	284246	20767	35192	11902	2887	13799	60144	73943	428937	79.5955
Naogaon	February 2008	539244	263921	20660	36547	11980	3220	13837	60502	74339	410667	76.1561
Naogaon	March 2008	540068	273636	20568	37723	11967	3375	14027	60964	74991	422260	78.1865
Naogaon	April 2008	542565	274018	20271	38807	11347	3614	14364	61103	75467	423524	78.0596
Naogaon	May 2008	541068	273922	20042	39463	12123	3663	14067	61549	75616	424829	78.5167
Naogaon	June 2008	542894	274779	19955	39643	12157	3624	14169	61585	75754	425912	78.4521
Naogaon	July 2008	543632	274147	19669	40907	12252	3599	14210	61652	75862	426436	78.4420
Naogaon	August 2008	542434	274100	19828	41486	12305	3594	14250	62043	76293	427606	78.8310
Naogaon	September 2008	543851	274436	19755	42069	12263	3567	14257	62128	76385	428475	78.7854
Naogaon	October 2008	542422	272085	19630	42108	12073	3520	14206	61922	76128	425544	78.4526
Naogaon	November 2008	543750	275239	20010	45434	12545	3653	14627	62673	77300	434181	79.8494
Naogaon	December 2008	545791	275355	20303	44450	12638	3649	14401	62859	77260	433655	79.4544
Naogaon	January 2009	548972	272471	20221	44836	12830	3630	14143	63372	77515	431503	78.6020
Naogaon	February 2009	552707	275601	20208	45820	12909	3618	14411	63540	77951	436107	78.9038
Naogaon	March 2009	551800	277171	20292	45628	12768	3638	14461	63843	78304	437801	79.3405
Naogaon	April 2009	551410	277169	20746	46345	13008	3524	14599	63946	78545	439337	79.6752
Naogaon	May 2009	550269	276341	20765	47017	12970	3529	14750	64296	79046	439668	79.9006
Naogaon	June 2009	552313	276602	20940	47526	13287	3489	14873	64557	79430	441274	79.8956
Naogaon	July 2009	553339	275811	21120	48155	13415	3471	15035	64854	79889	441861	79.8536
Naogaon	August 2009	553575	277073	21173	48596	13504	3449	15284	65288	80572	444367	80.2722
Naogaon	September 2009	550222	275587	21008	48611	13444	3416	15516	65299	80815	442881	80.4913
Naogaon	October 2009	551298	274825	20954	48897	13487	3352	16484	65305	81789	443304	80.4110
Naogaon	November 2009	552089	274694	21104	48800	13573	3275	17358	64521	81879	443325	80.2996
Naogaon	December 2009	551925	275928	21061	47630	13628	3236	17550	66210	83760	445243	80.6709
Naogaon	January 2010	542756	270222	20631	45551	12981	3038	16955	63932	80887	433310	79.8351
Naogaon	February 2010	552418	272204	20290	45695	12319	2852	16433	62237	78670	432030	78.2071
Naogaon	March 2010	551416	271585	20409	46279	12266	2792	16349	62432	78781	432112	78.3641
Naogaon	April 2010	549525	271679	20724	46858	12359	2749	16468	62789	79257	433626	78.9092
Naogaon	May 2010	552906	270635	20881	47738	12389	2724	16742	63068	79810	434177	78.5264
Naogaon	June 2010	550814	271568	21096	48062	12409	2674	16660	63212	79872	435681	79.0977
Naogaon	July 2010	551519	271918	21143	48627	12307	2612	16719	63441	80160	436767	79.1935
Naogaon	August 2010	553041	271852	21328	49246	12440	2572	16863	63737	80600	438038	79.2053
Naogaon	September 2010	553654	272473	21396	49834	12462	2530	17061	64133	81194	439889	79.4520
Naogaon	October 2010	556492	273028	21535	50260	12582	2585	17416	64833	82249	442239	79.4691
Naogaon	November 2010	558687	274344	22131	51230	12819	2777	17681	65427	83108	446409	79.9032
Naogaon	December 2010	553693	271393	22031	51205	12801	3023	17782	64907	82689	443142	80.0339
Naogaon	January 2011	558794	273142	22098	51987	13077	3406	17864	65887	83751	447461	80.0762
Naogaon	February 2011	560530	274133	21998	52501	13201	3675	17924	66092	84016	449524	80.1962
Naogaon	March 2011	562937	274920	22170	52665	13455	4271	18070	66695	84765	452246	80.3369
Naogaon	April 2011	562382	273212	22511	52813	13551	5083	18480	67202	85682	452852	80.5239
Naogaon	May 2011	563786	273843	22448	52769	13615	5403	18604	67493	86097	454175	80.5580
Naogaon	June 2011	564411	272970	22207	52844	13628	5519	18855	67584	86439	453607	80.3682
Naogaon	July 2011	563265	272935	22180	52950	13672	5644	19084	68155	87239	454620	80.7116
Naogaon	August 2011	564686	272226	22152	52859	13665	5661	19215	68337	87552	454115	80.4190
Naogaon	September 2011	564805	272853	22195	52796	13670	5712	19484	68793	88277	455503	80.6478
Naogaon	October 2011	564619	272476	22165	52874	13685	5807	19982	69299	89281	456288	80.8134
Naogaon	November 2011	565204	272463	22146	52900	13770	5885	20226	69541	89767	456931	80.8436
Naogaon	December 2011	563565	271853	22190	52812	13743	5969	20298	69544	89842	456409	80.9860
Naogaon	January 2012	565886	272229	22091	52886	13747	6092	20441	69369	89810	456855	80.7327
Naogaon	February 2012	566190	272188	22323	51623	13729	6259	20774	69421	90195	456317	80.5943
Naogaon	March 2012	569013	273164	22500	53140	13892	6705	20759	70089	90848	460249	80.8855
Naogaon	April 2012	568717	272352	22474	53014	13892	7162	21198	70535	91733	460627	80.9941
Naogaon	May 2012	568584	271855	22363	52932	13974	7281	21295	70418	91713	460118	80.9235
Naogaon	June 2012	567925	270895	22428	52999	14022	7303	21511	70722	92233	459880	80.9755
Naogaon	July 2012	568384	270761	22495	53204	14133	7422	21525	70987	92512	460527	81.0239
Naogaon	August 2012	570924	269867	22436	53652	14090	7436	21721	71180	92901	460382	80.6381
Naogaon	September 2012	571801	270498	22480	53542	14160	7866	22021	71391	93412	461958	80.7900
