   Dump For Table car_details from Database dgfpmis_ss8 on 10-25-2018 07:29
Dist_Name	MonthYear	EC	Pill	Con	Inj	IUD	Imp	PerM	PerF	TPer	TUser	CAR	
Gaibandha	February 2007	521154	240700	15680	61141	11933	7178	14474	28151	42625	379257	72.7725
Gaibandha	July 2007	513928	243503	16557	37233	11312	4804	13968	27415	41383	354792	69.0354
Gaibandha	August 2007	514746	234730	17040	41092	11040	4624	13843	27650	41493	350019	67.9984
Gaibandha	September 2007	516034	238825	17173	44717	11175	4554	13956	27744	41700	358144	69.4032
Gaibandha	October 2007	517055	238798	16427	45796	11099	4517	14143	27419	41562	358199	69.2768
Gaibandha	November 2007	517152	240540	15886	48850	11664	5178	14277	27956	42233	364351	70.4534
Gaibandha	December 2007	517758	241707	15639	51849	11877	5913	14339	27836	42175	369160	71.2997
Gaibandha	January 2008	520407	241375	15316	53753	11779	6521	14385	28028	42413	371157	71.3205
Gaibandha	March 2008	522539	237831	15842	60840	11791	7804	14658	28239	42897	377005	72.1487
Gaibandha	April 2008	524637	238756	15023	62571	11815	8391	14643	27943	42586	379142	72.2675
Gaibandha	May 2008	524157	240867	15230	57366	11866	8394	14641	28464	43105	376828	71.8922
Gaibandha	June 2008	526501	241845	15160	53536	12009	8654	14687	28408	43095	374299	71.0918
Gaibandha	July 2008	528966	241640	15426	68153	12152	9067	14753	28721	43474	389912	73.7121
Gaibandha	August 2008	526425	240836	15887	60151	12231	9303	14815	28801	43616	382024	72.5695
Gaibandha	September 2008	527462	240967	16242	71626	12275	9294	14748	28730	43478	393882	74.6750
Gaibandha	October 2008	528278	241161	16104	73042	12326	9349	14860	27886	42746	394728	74.7197
Gaibandha	November 2008	527697	242148	16539	76321	13172	9455	14917	28985	43902	401537	76.0923
Gaibandha	December 2008	528625	242146	16551	67265	13170	9472	14942	29027	43969	392573	74.2630
Gaibandha	January 2009	529293	241999	15829	78521	13303	9624	15084	29149	44233	403509	76.2355
Gaibandha	February 2009	533205	241351	16058	80361	13334	9550	15019	29235	44254	404908	75.9385
Gaibandha	March 2009	530634	240920	16322	79093	16550	9485	15162	29391	44553	406923	76.6862
Gaibandha	April 2009	532033	240957	16984	84570	14644	9407	15596	29581	45177	411739	77.3897
Gaibandha	May 2009	533859	240454	17297	86064	14544	9289	15782	29661	45443	413091	77.3783
Gaibandha	June 2009	533454	240938	17063	87124	14560	9261	15881	29647	45528	414474	77.6963
Gaibandha	July 2009	534206	240556	16942	88689	14638	9088	16198	29966	46164	416077	77.8870
Gaibandha	August 2009	534538	240626	17191	89640	14640	9016	16559	29999	46558	417671	78.1368
Gaibandha	September 2009	534723	240617	17610	89633	14460	8901	16915	30011	46926	418147	78.1988
Gaibandha	October 2009	534310	239721	18869	89063	14670	8793	17448	30259	47707	418823	78.3858
Gaibandha	November 2009	534334	244616	18724	85134	14747	8722	17920	30338	48258	420201	78.6401
Gaibandha	December 2009	533541	246415	18867	82937	14579	8544	18022	30319	48341	419683	78.6599
Gaibandha	January 2010	530568	242688	18471	81678	13675	8148	16962	29229	46191	410851	77.4361
Gaibandha	February 2010	527250	235118	17985	81326	12363	7622	16329	27931	44260	398674	75.6138
Gaibandha	March 2010	521018	234565	17310	84397	12426	7457	16451	27989	44440	400595	76.8870
Gaibandha	April 2010	527419	233664	17474	87045	12444	7282	16784	28111	44895	402804	76.3727
Gaibandha	May 2010	525483	232736	17666	85906	12298	7229	16732	28111	44843	400678	76.2495
Gaibandha	June 2010	526586	236480	17798	84798	12163	7038	16773	28125	44898	403175	76.5639
Gaibandha	July 2010	526954	239897	18068	81377	12242	6862	17018	28312	45330	403776	76.6245
Gaibandha	August 2010	526767	241686	18343	81038	12274	6701	17138	28372	45510	405552	76.9889
Gaibandha	September 2010	527214	241896	18518	81143	12267	6574	17216	28516	45732	406130	77.0332
Gaibandha	October 2010	522361	240042	18413	81550	12290	6343	17414	28654	46068	404706	77.4763
Gaibandha	November 2010	525675	241700	19603	84315	12570	6474	17732	28859	46591	411253	78.2333
Gaibandha	December 2010	526302	241332	19731	85468	12774	6584	17831	28939	46770	412659	78.4073
Gaibandha	January 2011	527102	240320	19787	86441	12783	6728	17967	28965	46932	412991	78.3512
Gaibandha	February 2011	527646	238795	19746	87151	12722	7052	17975	28871	46846	412312	78.1418
Gaibandha	March 2011	528952	238285	19697	87922	12789	7353	18140	29155	47295	413341	78.1434
Gaibandha	April 2011	529597	239428	20381	88548	13143	8009	18607	29421	48028	417537	78.8405
Gaibandha	May 2011	526731	238234	20277	89443	13162	8280	18686	29512	48198	417594	79.2803
Gaibandha	June 2011	529244	237752	20241	89933	13128	8324	18696	29507	48203	417581	78.9014
Gaibandha	July 2011	530990	237454	20378	90776	13127	8423	18883	29693	48576	418734	78.8591
Gaibandha	August 2011	531340	237448	20803	91059	13127	8613	29095	29830	58925	429975	80.9228
Gaibandha	September 2011	534424	238245	21317	91458	13168	8705	19432	29911	49343	422236	79.0077
Gaibandha	October 2011	534976	238536	21756	91565	13269	8994	19976	30207	50183	424303	79.3125
Gaibandha	November 2011	535329	239462	21810	91799	13287	9174	20509	30412	50921	426453	79.6619
Gaibandha	December 2011	535685	239865	21898	92041	13269	9278	20311	30458	50769	427120	79.7334
Gaibandha	January 2012	536636	240153	21750	92466	13339	9593	20459	30570	51029	428330	79.8176
Gaibandha	February 2012	538374	240143	21801	92975	13442	10076	20648	30758	51406	429843	79.8410
Gaibandha	March 2012	538603	240203	21991	93388	13788	10945	20956	31054	52010	432325	80.2678
Gaibandha	April 2012	539526	239713	21991	93944	13852	11400	21144	31250	52394	433294	80.3101
Gaibandha	May 2012	539187	238615	21894	94050	13906	11657	21186	31192	52378	432500	80.2134
Gaibandha	June 2012	539596	238187	21934	94432	13931	11872	21243	31247	52490	432846	80.2167
Gaibandha	July 2012	539934	237422	22045	94642	13991	12338	21354	31432	52786	433224	80.2365
Gaibandha	August 2012	540389	237381	22104	94914	14087	12450	21442	31521	52963	433899	80.2938
Gaibandha	September 2012	540717	237388	22778	95415	14577	13631	21704	31582	53286	437075	80.8325
Gaibandha	October 2012	541173	237249	22940	95619	14767	14383	21937	31936	53873	438831	81.0889
Gaibandha	November 2012	541329	236783	22925	95805	14808	14878	22051	32075	54126	439325	81.1567
Gaibandha	December 2012	541443	236511	23063	95967	14895	15278	22055	32117	54172	439886	81.2433
Gaibandha	January 2013	537605	231001	22637	94443	14261	15456	21288	31376	52664	430462	80.0703
Gaibandha	February 2013	535369	224646	22326	93272	13768	15844	20599	30817	51416	421272	78.6882
