   Dump For Table car_details from Database dgfpmis_ss8 on 10-25-2018 07:29
Dist_Name	MonthYear	EC	Pill	Con	Inj	IUD	Imp	PerM	PerF	TPer	TUser	CAR	
Tangail	January 2007	267965	110547	19114	27062	4934	6107	3842	19960	23802	191566	71.4892
Tangail	July 2007	737165	315813	36808	37108	11432	7594	7761	52867	60628	469383	63.6741
Tangail	August 2007	739603	317299	37261	39474	11313	6357	7890	57103	64993	476697	64.4531
Tangail	September 2007	739229	317745	37355	41489	11476	6297	8028	57115	65143	479505	64.8656
Tangail	October 2007	737426	316009	37640	42413	11078	6297	8194	57030	65224	478661	64.9097
Tangail	November 2007	738420	315839	37991	44632	12093	7325	8468	57203	65671	483551	65.4845
Tangail	December 2007	739302	316021	38796	46843	12399	7887	8540	57441	65981	487927	65.9983
Tangail	January 2008	742520	316463	37378	48658	12556	8674	8412	57419	65831	489560	65.9322
Tangail	February 2008	743079	314795	37233	50070	12519	9412	8516	57826	66342	490371	65.9918
Tangail	March 2008	746238	317004	37803	52635	12549	10108	8762	58278	67040	497139	66.6194
Tangail	April 2008	744680	317070	36309	50399	12623	10404	8865	58422	67287	494092	66.3496
Tangail	May 2008	745600	317945	36736	51303	12677	10651	8895	58271	67166	496478	66.5877
Tangail	June 2008	751969	317927	37267	55464	13206	11066	9189	58211	67400	502330	66.8020
Tangail	July 2008	753096	318206	37667	56290	13235	11581	9319	58547	67866	504845	67.0359
Tangail	August 2008	753292	317869	37890	58201	13457	11971	9385	58519	67904	507292	67.3433
Tangail	September 2008	754336	321563	37920	59401	13364	12021	9425	58580	68005	512274	67.9106
Tangail	October 2008	754356	315819	38224	60333	13365	12127	9493	58857	68350	508218	67.3711
Tangail	November 2008	755345	319602	36245	63227	14416	12313	9643	58687	68330	514133	68.0660
Tangail	December 2008	757715	319983	39220	64034	16961	12361	9839	59001	68840	521399	68.8120
Tangail	January 2009	761358	320495	39880	65092	14380	12213	9906	59179	69085	521145	68.4494
Tangail	February 2009	766035	322187	40078	65945	14389	12299	9956	59097	69053	523951	68.3978
Tangail	March 2009	763273	321919	39943	67032	14258	12276	10156	59110	69266	524694	68.7426
Tangail	April 2009	765291	325050	41824	68878	14964	12205	10522	59076	69598	532519	69.5839
Tangail	May 2009	769332	324892	42175	70123	15157	12154	10674	59198	69872	534373	69.4593
Tangail	June 2009	772304	327265	42716	71490	15289	12064	10827	59307	70134	538958	69.7857
Tangail	July 2009	773040	328510	43224	73297	15577	12059	11101	59680	70781	543448	70.3001
Tangail	August 2009	774016	330583	43830	73815	15771	12020	11994	59137	71131	547150	70.6898
Tangail	September 2009	775161	332577	44413	74541	15966	11888	11478	60034	71512	550897	71.0687
Tangail	October 2009	775627	334442	45097	74746	16272	11763	11904	60048	71952	554272	71.4612
Tangail	November 2009	776624	336191	45672	74131	16460	11699	12153	60182	72335	556488	71.6548
Tangail	December 2009	776877	338185	45616	73491	16637	11559	12263	60640	72903	558391	71.8764
Tangail	January 2010	773910	335167	45150	73794	16402	11219	12107	59445	71552	553284	71.4920
Tangail	February 2010	775773	334474	40527	74897	15887	10784	12162	58484	70646	547215	70.5380
Tangail	March 2010	777287	335586	45182	75905	15013	10334	12125	57276	69401	551421	70.9417
Tangail	April 2010	778560	336984	46159	77172	15032	10116	12259	57479	69738	555201	71.3113
Tangail	May 2010	778409	337881	46681	78152	15174	9980	12264	57280	69544	557412	71.6091
Tangail	June 2010	779895	337660	47319	78547	14906	9714	12316	58011	70327	558473	71.6087
Tangail	July 2010	781522	340997	48261	80907	15381	9550	12574	57164	69738	564834	72.2736
Tangail	August 2010	782310	341590	49156	81764	15546	9533	12718	57574	70292	567881	72.5903
Tangail	September 2010	782786	343317	50073	82528	15650	9348	12862	57676	70538	571454	73.0026
Tangail	October 2010	784101	343913	50778	84088	16050	9767	13164	57902	71066	575662	73.4168
Tangail	November 2010	784656	344849	51680	85190	16688	11164	13462	58087	71549	581120	74.0605
Tangail	December 2010	785537	345489	52169	85697	16965	13301	13660	58293	71953	585574	74.5444
